"length","width","size","conc1","conc2","asym","long","trans","alpha","dist"
52.5503,17.4617,2.6547,0.2547,0.1318,-45.7927,23.598,16.006,1.89889829860123,143.363
27.2607,17.4652,2.4778,0.3727,0.188,11.3212,12.6389,15.0341,1.81034430085355,200.478
29.0034,16.2569,2.4533,0.4401,0.2553,29.5337,21.3007,7.7872,2.68417529477897,101.112
21.927,12.4392,2.3294,0.4824,0.26,-29.3971,8.5547,9.0607,1.7025892342881,157.321
12.7589,11.615,2.1538,0.7228,0.3754,-15.2792,6.4392,11.4076,2.08526569384483,166.225
47.371,12.4404,2.6585,0.3425,0.1811,28.8176,32.9627,5.8394,1.36653013725933,186.742
50.9423,34.5236,3.46,0.1852,0.1038,39.9312,38.9805,21.6833,0.859209609473538,256.112
84.3673,16.2703,2.6107,0.5907,0.4032,57.5241,63.4487,16.7601,1.88800096852117,137.916
38.2285,18.7394,2.899,0.2801,0.1634,27.1665,31.6882,9.4953,2.19657352090157,128.97
36.599,11.0349,2.5949,0.3964,0.2046,45.302,28.3501,2.7126,1.82716518459394,175.357
24.1484,13.8484,2.3646,0.4708,0.2441,25.5521,11.9222,4.9203,1.45306491299394,258.237
71.4412,14.6007,2.7152,0.3121,0.1647,70.3456,70.2992,8.8099,2.16415503527555,112.144
21.1287,7.0541,2.0273,0.7042,0.3709,24.1448,10.4401,6.2328,2.41720417097128,189.197
42.395,20.4129,3.0732,0.2552,0.1491,19.2145,32.657,13.3838,1.67922748839878,206.328
25.5338,22.829,2.8762,0.3431,0.1722,1.4113,13.0096,18.5879,2.79756652697152,33.1058
21.9801,9.9722,2.2041,0.6312,0.3969,20.4518,19.9955,11.4957,1.66020046666813,81.0011
33.7548,11.2156,2.4921,0.3736,0.2077,16.0017,22.1589,7.0006,1.83416172236825,198.531
34.8617,15.6595,2.6101,0.4049,0.2245,9.8875,26.449,10.0203,1.74301691438969,173.22
27.5561,17.2682,2.5237,0.3293,0.1901,-3.8289,18.361,11.1617,2.8189440835834,130.112
29.7598,10.987,2.5315,0.4353,0.2485,9.9874,22.557,9.6102,2.49030697270487,65.1465
26.3101,12.0873,2.4843,0.5574,0.3066,22.49,23.7883,9.4817,1.95379858456986,206.077
20.1664,10.812,2.2304,0.6294,0.3265,-6.6795,17.3249,5.3727,2.93746031988602,148.084
35.9189,17.2552,2.9557,0.2724,0.1489,34.8216,17.8174,7.8104,1.29063669459233,164.896
37.3256,13.9512,2.5781,0.4201,0.2523,33.9763,17.7148,5.3636,1.74311132698012,232.365
45.9965,24.8466,3.1707,0.1978,0.1077,36.9478,31.616,11.2067,1.77430946397953,115.887
34.6275,8.556,2.4601,0.5858,0.3588,38.4167,19.9181,6.58,1.13678705056488,235.162
38.6811,19.8032,3.1201,0.226,0.1346,8.0714,20.0996,5.3389,1.91119960881063,233.669
16.3018,11.3133,2.2529,0.6201,0.3939,-1.8073,4.8846,7.8204,2.96175542745126,198.759
17.9289,12.8843,2.5434,0.5866,0.2933,12.5934,12.505,7.3892,1.86309520351236,231.183
29.1467,13.858,2.3892,0.4245,0.2306,36.5545,18.0578,7.1788,2.05845278482845,173.489
21.4681,6.9755,2.2028,0.6834,0.3542,25.3638,7.4423,6.4396,2.81765975757708,172.977
37.3888,9.8197,2.4579,0.4599,0.2666,21.1458,22.3152,6.7807,1.64237820293677,218.277
17.5129,10.4891,2.4713,0.6554,0.3767,-2.9326,7.9165,7.4393,2.86391017106223,67.4759
42.6144,13.8215,2.6781,0.4008,0.2214,14.9679,41.5894,4.334,2.05459830230658,212.616
17.1254,10.7629,2.243,0.6514,0.3743,-3.3785,7.8378,7.5567,3.0547697613418,238.214
42.1685,32.0539,3.2265,0.1621,0.0893,-5.8709,25.6648,24.3848,2.4124159785936,114.013
21.197,12.4018,2.4191,0.461,0.2343,-0.7211,5.3653,10.4427,0.756200461663329,179.094
37.1534,19.0733,2.9071,0.3108,0.2012,11.6496,21.9013,17.3717,1.85281644497084,192.709
36.0253,2.3406,2.4401,0.8348,0.539,10.2104,19.3256,1.7938,1.12608587538064,371.804
69.7228,29.4108,3.4686,0.1812,0.0926,-39.9696,68.3345,22.2578,1.20073716767377,290.624
42.4806,17.6931,2.851,0.3975,0.2206,30.5149,32.3056,16.0168,1.84367357257334,283.154
65.8446,21.3023,3.224,0.1791,0.0934,63.2486,37.9565,5.1343,0.624397128270429,243.169
81.138,35.4477,3.4147,0.2667,0.1553,23.8853,38.0472,15.3859,1.38695435339673,355.073
29.624,22.561,2.8506,0.244,0.1375,0.8727,18.0119,7.4675,1.03639002214015,120.834
20.0294,11.4199,2.5557,0.5758,0.3102,6.3374,16.1264,4.2494,2.30642286887981,76.802
40.7123,23.1087,3.0374,0.2734,0.1803,24.955,27.1432,16.2558,2.01686363685694,130.289
42.7252,14.6429,2.8303,0.3681,0.2225,41.5039,23.166,9.8502,1.10668191970032,191.31
27.4821,12.9643,2.7206,0.4738,0.2788,18.0118,23.6865,3.785,2.20122924734195,157.695
12.9853,9.3952,2.2707,0.8311,0.5818,10.8475,9.6944,9.8971,2.35491590281485,87.7124
47.7336,16.9892,3.1793,0.2799,0.1797,5.4332,19.3258,10.4092,1.08355682659696,239.515
39.4323,19.5409,2.7547,0.248,0.131,-28.116,21.8879,14.4097,1.38921642598546,138.428
28.0589,8.254,2.4448,0.6104,0.4075,27.6969,23.227,6.6783,1.84784409131289,209.914
68.0676,34.4459,3.8903,0.1468,0.0804,8.3381,36.7097,28.2082,1.58491997823742,235.98
23.7571,16.8651,2.786,0.419,0.225,-1.8632,18.4646,7.8791,1.96665007112148,132.233
15.4479,11.9997,2.5302,0.6401,0.326,-2.1268,4.528,3.4228,1.52534305722056,154.563
38.1116,18.2224,2.8968,0.2689,0.1503,14.854,7.4557,7.0755,1.19079449837129,224.925
27.2526,12.0575,2.5289,0.503,0.3417,11.7728,19.6799,8.7618,2.22341667204203,90.4348
99.002,19.0898,3.2981,0.1752,0.0899,57.6971,96.8998,11.66,0.690250077857919,245.034
56.4901,22.3784,3.2172,0.2092,0.118,47.8174,40.8954,15.0326,1.04999865025115,257.514
49.5629,27.5724,3.1614,0.229,0.1224,15.1029,35.1691,21.4097,1.42797670014464,271.967
41.032,26.6866,3.0637,0.2202,0.1239,14.685,31.5055,11.8769,1.25117514181122,164.399
31.8536,16.0322,2.5403,0.3545,0.183,14.6651,25.0272,9.9029,2.05704400009507,62.6579
30.9514,25.0135,2.7892,0.3022,0.1552,-18.0265,18.0628,19.9911,2.44804258144932,232.215
16.5264,11.0962,2.3747,0.6456,0.3903,-3.1107,6.4167,7.9088,2.46912057321095,154.307
17.7902,12.6191,2.4191,0.6095,0.3219,-4.0808,12.5291,6.4772,2.60754560477967,160.552
24.9084,16.26,2.7443,0.382,0.2225,18.3663,4.8267,8.9724,0.933076606923117,148.265
71.5268,27.2605,2.6439,0.2792,0.1442,77.2697,57.3671,17.5389,1.882973395629,305.966
30.8779,10.6009,2.3493,0.4877,0.2483,-41.2546,12.3272,4.8418,2.52308624201208,143.227
23.531,13.698,2.7101,0.5166,0.2856,19.4947,23.0666,4.25,2.4344992607216,171.786
23.3897,10.0375,2.6217,0.583,0.3214,26.0773,20.5688,7.5347,2.11010925328119,132.785
62.2522,21.1889,3.221,0.2723,0.1536,41.3721,47.3335,15.5675,1.35540300541477,268.304
20.7296,11.1599,2.3729,0.5975,0.3242,14.1091,18.5697,5.4079,2.57934961102691,80.0224
65.2523,28.7681,3.0529,0.2143,0.1217,65.6943,53.9257,25.4944,2.19203042828846,241.042
38.3944,13.8512,2.8052,0.379,0.2529,-11.6699,11.945,9.9001,1.2563002085983,226.528
29.0507,13.783,2.5198,0.4048,0.216,-7.687,14.865,8.2883,1.81946091947061,249.012
35.5793,19.1013,3.0284,0.3091,0.1719,-5.288,22.0654,12.1228,1.87645393760756,206.159
23.7968,10.9023,2.4571,0.4921,0.2635,11.0394,19.317,3.2376,2.40592241415187,233.441
31.1134,21.4521,2.8745,0.255,0.1422,-8.5077,18.2,11.4588,2.84417192496715,50.7078
22.8366,12.7545,2.4757,0.4381,0.2224,-10.6482,10.3081,6.8707,1.18374382467744,263.747
74.5183,27.013,3.5529,0.1414,0.0785,74.8848,60.4785,15.5787,0.441515443553427,212.207
81.4117,26.9878,3.1239,0.2654,0.1726,-20.4393,64.6038,21.3378,1.43962167073802,339.795
24.3869,17.5422,2.7694,0.3367,0.1811,27.9233,18.324,6.7891,2.1700699883533,228.483
56.5927,22.4953,3.247,0.2322,0.1271,-10.5577,61.9298,4.3638,0.949852349310774,156.099
87.3801,25.9353,3.4242,0.1958,0.115,-39.4293,62.0214,18.9847,1.25774767022469,291.158
58.1746,22.3844,3.1623,0.19,0.0967,43.1332,38.4787,13.1044,1.9492913668799,98.5945
18.6528,7.273,2.2135,0.8135,0.4618,-5.0858,9.7208,2.6196,2.55349363544592,149.847
15.1849,12.0951,2.3962,0.6506,0.3353,-2.4163,3.6559,4.1743,2.64840656125705,197.166
18.6221,16.9562,2.3149,0.4746,0.2542,12.3487,17.7186,11.8733,2.63491290546581,234.447
21.8569,10.9246,2.4433,0.5838,0.3874,6.0597,18.4043,8.7412,2.05538187573791,60.3879
65.1686,12.2282,2.6232,0.3381,0.1702,60.4863,70.5864,8.8835,1.55899749998328,197.801
21.8113,18.8585,2.5688,0.4211,0.2416,5.292,9.7393,9.7954,2.84819469400437,106.243
35.4335,17.1768,2.7566,0.3713,0.218,6.1006,29.8459,12.9883,2.25208420788701,157.738
37.4814,17.5395,2.8899,0.241,0.1231,32.9753,20.1676,3.9457,1.37443582867796,162.66
53.8028,32.9317,3.6384,0.1885,0.1024,-40.1283,38.5475,18.7867,1.5165177481259,298.301
26.1952,9.555,2.3589,0.4945,0.256,-10.014,12.4124,6.4945,1.2441470193153,228.289
52.1403,20.254,3.2234,0.1734,0.1019,7.3112,20.9483,5.5489,0.600923790264086,163.027
70.93,35.7181,3.8856,0.1253,0.0662,20.1338,60.9939,22.3921,1.19831822711128,236.218
56.1812,18.8593,3.031,0.2095,0.1345,54.2843,35.6583,10.7217,1.644743206646,203.671
51.6133,14.6678,2.7709,0.4203,0.2466,10.8142,50.0298,10.2579,1.66838932735531,271.003
113.51,21.8235,3.0842,0.271,0.1487,95.7634,84.9624,12.6704,1.4156256595513,293.09
21.3784,12.8035,2.3043,0.4367,0.2208,16.3091,6.6136,8.6171,2.36004100239332,187.951
19.446,9.6578,2.2625,0.6448,0.429,-5.1442,14.879,10.0496,2.76688480194243,216.976
29.1562,13.4645,2.6772,0.4143,0.2114,10.5175,11.3395,10.6508,1.70130117176701,174.145
60.1806,24.8982,3.4499,0.1743,0.0939,49.4782,40.6826,10.2612,0.361087313684728,186.696
24.9996,22.0256,2.8264,0.2849,0.1469,-13.7983,8.006,12.8897,3.0065544144478,91.5303
17.2538,10.5402,2.4564,0.6748,0.3444,20.7148,10.6371,7.1082,1.26478751949743,124.563
42.6261,17.7666,2.8654,0.3695,0.2106,8.4107,13.8925,16.2289,1.73979297083046,248.62
50.0912,19.207,2.8561,0.2396,0.1247,30.3353,32.4541,5.0886,1.31164283576258,227.268
38.1296,16.2913,2.9199,0.3115,0.1654,-14.8362,25.7342,10.8122,0.702753391307811,246.513
30.1667,12.8365,2.6498,0.4502,0.2296,28.542,14.6061,4.6252,1.13951706157276,210.992
37.5816,17.5338,2.9574,0.2978,0.1848,-7.6015,7.1308,9.2668,1.64925896890082,253.27
59.2512,21.104,2.8938,0.235,0.1284,58.6184,36.4481,15.9978,1.14416862527726,245.793
103.371,26.0372,3.3158,0.2214,0.151,-27.4241,64.8368,13.7504,1.61979560185142,312.805
43.0284,31.3883,2.799,0.2272,0.1152,56.8515,27.3781,16.6231,2.84145695567918,176.816
21.5257,15.8974,2.6201,0.4341,0.229,26.9538,10.3154,7.9841,1.60812274947144,234.686
44.5463,21.0153,2.9263,0.2073,0.1049,-0.3109,36.8902,7.7348,1.45655622367519,129.148
57.5229,18.3112,3.0183,0.3183,0.1826,34.6101,61.6557,8.7783,1.29884917826609,242.749
78.4011,23.4348,3.3901,0.2277,0.1395,61.0062,71.3282,15.8309,0.504926703274484,241.006
25.3993,14.0419,2.5334,0.3953,0.2533,6.6444,16.4517,9.2754,1.70654162761374,164.808
20.324,11.1694,2.2878,0.5928,0.3325,19.5851,19.3642,10.8134,2.71322492659098,139.563
13.1698,10.9179,2.1383,0.7709,0.3891,-14.9603,1.6626,11.8806,2.97359795073475,139.152
48.931,23.5226,3.0257,0.2008,0.1013,-5.2684,42.3038,14.9869,1.09898431914689,256.229
20.3102,12.3589,2.3043,0.4764,0.2804,-1.2687,9.8271,10.6233,1.32476144172391,194.772
61.0956,31.4648,3.3568,0.1649,0.0952,30.4883,46.7498,14.8323,1.59757751169212,210.412
30.948,16.7296,2.7543,0.3116,0.1593,-34.7049,16.4588,4.8896,1.73425975428298,151.62
20.3441,12.9464,2.3233,0.4988,0.3159,13.1511,14.0938,2.9453,2.85253444266241,124.357
52.1302,21.3653,2.8808,0.2697,0.1428,11.3057,41.292,7.9555,1.17385400921807,249.539
87.0224,25.4305,3.1527,0.204,0.1185,-39.9545,73.9728,22.0351,1.53080119531941,289.309
67.2079,30.9444,3.3019,0.1617,0.0901,33.793,75.1467,25.6923,1.97650160329078,203.91
18.0153,10.4139,2.5159,0.7287,0.4192,-7.8462,15.1027,5.8765,2.15438851603953,207.077
17.5921,11.0217,2.2014,0.5409,0.2862,-0.6776,5.487,4.0467,1.75334404696964,183.756
69.6265,23.0888,2.8716,0.3992,0.2345,-3.697,67.5898,24.9519,1.6950886700615,326.198
21.0205,7.0613,2.2753,0.7162,0.3793,23.6496,11.2215,6.1527,2.87483001286906,69.1671
99.7911,34.2064,3.807,0.1435,0.0855,82.7882,95.4397,15.9097,1.44604715228538,248.705
71.6335,25.712,3.1938,0.185,0.1098,-47.4908,43.553,6.8825,1.31387505119901,238.991
24.8616,12.2989,2.617,0.4324,0.221,34.5093,8.0585,9.0506,1.1401585582245,93.9946
98.8696,26.9624,3.5334,0.2726,0.177,-14.1871,46.837,23.6327,0.949268363575604,347.069
51.7553,22.3026,3.3814,0.2381,0.1253,31.1436,36.9232,15.4574,1.14130380446058,161.275
21.795,18.957,2.7396,0.3679,0.1922,5.606,15.6861,8.3744,2.80637963029792,132.613
53.9765,21.0655,2.5557,0.2837,0.1433,6.8371,40.0827,14.2929,1.16514864327416,170.195
56.6057,16.0101,2.6444,0.2472,0.1281,43.3117,38.435,11.2362,1.66129205807028,238.447
53.1378,23.854,3.4822,0.2033,0.1099,31.951,51.4626,11.9776,1.54237067924409,212.606
77.2773,11.802,2.4502,0.3936,0.1968,53.5782,72.4678,10.9367,1.5296639471987,161.942
13.0526,10.2315,2.2135,0.789,0.5229,12.3499,6.8819,9.2901,2.62198987545937,215.006
35.3809,13.331,2.8395,0.3459,0.1845,47.2649,16.8269,6.3108,1.70582184697619,206.343
23.719,18.5691,2.5179,0.3612,0.2049,10.423,5.296,16.4929,2.85414868949859,148.778
25.2612,22.2631,3.1237,0.2986,0.1516,2.5509,16.5295,7.8636,1.45889672882603,62.1155
43.2456,35.685,3.4692,0.1599,0.0844,5.5244,37.2119,19.9618,1.85416312209166,128.238
23.4616,14.3598,2.688,0.441,0.2862,1.8095,18.0847,9.0229,2.99859716448111,193.354
22.5982,10.8201,2.4631,0.5818,0.3425,25.6113,14.1925,11.6767,3.06458607551368,161.856
26.6593,14.3903,2.5676,0.4384,0.2368,-21.7042,11.6823,1.5741,1.31895986983631,145.392
25.7942,18.599,2.959,0.3505,0.1918,1.763,18.8544,8.7311,1.40556080420821,181.89
113.586,39.6099,4.109,0.0904,0.0461,-16.338,88.906,22.17,0.767507041662111,321.642
68.0565,38.609,2.8686,0.3383,0.1834,9.0836,28.896,17.9971,1.92567056215668,320.855
27.3906,20.2325,2.7332,0.3161,0.171,8.9164,18.5348,16.2116,2.4715384422308,94.9817
18.9505,12.913,2.3334,0.4919,0.2668,-0.1723,4.1078,7.7879,1.58315251312989,135.559
37.9313,16.1998,2.6128,0.3707,0.189,34.6099,36.0025,11.3447,1.84020113231204,229.327
35.0345,22.609,2.9897,0.2622,0.1572,31.16,22.7941,15.0592,1.81245164737427,187.215
48.4338,22.9487,2.972,0.2219,0.1221,58.4819,38.9124,16.126,1.01731981783747,189.115
31.9607,23.206,2.9969,0.2518,0.1344,-0.1172,15.2445,11.5945,1.78605272206066,139.356
28.2481,17.8266,2.534,0.3743,0.1886,6.2037,22.5733,12.5798,1.5114605774622,165.14
51.0232,19.7804,2.891,0.2288,0.1317,38.3584,45.9393,7.6547,2.04100299353564,114.705
50.3222,20.8316,3.1055,0.2627,0.1424,19.4934,31.8366,8.5538,1.16799888255848,253.047
78.1114,25.8038,3.2918,0.2763,0.156,-19.7842,49.6372,16.7028,1.72385701983066,316.558
40.0985,15.0214,2.7948,0.3609,0.1997,20.072,29.9288,10.443,1.19157842710579,245.886
13.2223,10.4581,2.2028,0.79,0.4734,13.4848,5.5312,11.0877,2.63391472085819,165.201
21.4607,9.8118,2.2923,0.5816,0.3444,-3.3335,15.4187,9.7332,1.85619524349042,237.647
20.574,7.1154,2.1688,0.7458,0.3898,22.6991,12.1438,5.7767,2.44556795483631,128.587
23.3631,10.5873,2.3589,0.5514,0.361,6.5676,18.8817,8.5463,1.36964463923681,216.965
13.0018,10.6861,2.1123,0.7568,0.4903,-13.2258,3.82,7.3232,2.87110425697287,201.862
33.9555,15.9653,2.7279,0.4565,0.2797,22.7477,16.5913,12.929,1.7797003295984,181.455
17.846,10.8365,2.2455,0.5511,0.2756,24.0633,8.1612,3.8501,2.99702892259621,152.338
18.1863,10.1711,2.3747,0.692,0.4494,-6.3332,14.6129,7.7438,0.83950548887658,231.701
37.6959,25.0618,3.4728,0.2027,0.1072,21.7039,28.2392,5.0767,1.4976984118122,139.49
75.6635,27.7129,2.7889,0.2537,0.1325,74.6874,65.7864,21.5497,1.83640220314746,275.169
27.4041,17.2999,2.6835,0.3731,0.2518,0.9058,17.9254,10.4246,1.59507619493162,227.397
24.2724,14.5245,2.5533,0.4028,0.2308,5.8387,16.0185,1.4225,1.9063430018046,137.836
22.8714,11.9148,2.6274,0.4835,0.2583,5.2125,9.0049,6.5428,2.67657935647571,153.837
46.0913,23.0717,3.1092,0.2496,0.1248,55.5406,37.6313,13.4235,1.67797479221956,280.058
26.8476,10.3028,2.4935,0.5201,0.2713,30.7145,22.9917,6.7528,1.09639478656966,138.6
83.2349,18.0963,2.9193,0.23,0.115,54.777,68.5532,16.6262,1.50122073122883,291.303
19.8738,12.7679,2.3936,0.4768,0.2525,-0.8076,8.9194,8.984,1.89413384509318,60.6493
38.3439,26.84,3.1538,0.2365,0.1358,18.9742,31.7326,15.0117,1.85189996921348,118.089
25.796,10.2902,2.3757,0.5011,0.2926,16.8423,18.8715,7.1083,2.45722168106199,124.783
24.361,8.5251,2.4273,0.6056,0.4355,11.5483,13.4705,3.6768,2.28007039289424,149.495
79.1583,24.6871,3.3296,0.1423,0.0719,89.5089,71.2373,17.0785,1.90087051978918,209.028
51.595,15.553,2.4456,0.4409,0.224,40.5613,41.8769,10.2099,1.9754906378461,122.346
51.0942,10.927,2.7653,0.388,0.2,26.8045,45.4515,8.6927,1.8455019027856,220.749
28.0265,21.1806,2.7222,0.3261,0.1678,33.2502,18.0988,12.5402,1.5701658691259,137.457
20.5478,7.245,2.1319,0.7085,0.3727,-1.3137,8.2376,5.8224,2.85528670047368,59.8076
50.0093,20.7716,3.0957,0.2712,0.1448,8.3385,42.9655,7.0008,1.6802402792021,139.657
67.4012,21.5689,3.2579,0.2645,0.1394,-49.7262,54.2919,18.4979,1.28528927588405,291.714
44.1864,12.7006,2.7835,0.3737,0.1967,43.2989,17.7997,5.292,1.27431716316109,198.995
70.8438,23.4765,3.0711,0.2088,0.1133,-43.4378,57.3618,14.276,1.12540245888141,286.032
33.0473,18.5401,2.6875,0.4476,0.2659,30.3266,21.0689,16.3566,1.76018680111839,168.663
24.004,16.385,2.5447,0.4365,0.2297,-15.2692,11.4098,15.8074,1.73754790015085,165.213
25.5998,12.9419,2.4232,0.4528,0.2736,3.5181,20.2538,8.3724,2.81180784192478,151.831
78.6046,16.5706,3.0048,0.2156,0.1182,70.1416,68.387,9.9812,1.11758650657552,237.257
104.392,33.5754,3.9723,0.1233,0.0735,-36.193,72.151,22.965,1.14825257583337,293.371
82.711,18.7608,2.971,0.2288,0.1277,-3.1624,28.1258,10.0684,1.23892159087974,234.873
40.0416,16.063,3.0851,0.3091,0.1722,11.6794,37.149,8.3653,1.48560903641194,222.026
24.4878,0,2.2683,0.7601,0.4879,22.5608,19.2194,0,1.8838639825537,238.295
54.1366,18.219,2.9566,0.242,0.1398,70.7401,38.1067,4.0859,0.632455532033676,208.197
61.8236,24.113,3.065,0.2695,0.1545,-47.9552,33.6217,3.8995,1.54388106826325,278.24
48.1866,18.8432,3.1171,0.2528,0.1317,-49.543,3.5532,8.285,1.38541506352487,210.329
66.9584,21.5702,3.2346,0.1946,0.1011,-1.1232,65.049,9.0345,1.62611162623177,226.29
46.1458,21.7687,2.9673,0.2243,0.1396,42.2594,13.6455,11.9598,1.67730765792297,229.198
39.1154,23.9109,3.1608,0.2238,0.1233,12.9861,30.101,13.9471,1.43606416685607,118.89
58.3387,19.8153,3.0404,0.2487,0.1262,34.5057,29.8649,14.0494,1.52918177034586,242.639
63.9685,22.854,3.2172,0.2335,0.1186,43.884,53.6037,4.0015,1.62975070116913,259.933
58.9999,20.3478,3.1899,0.2273,0.1308,25.6274,26.325,6.0181,1.24427681400898,234.514
80.1873,27.8542,3.8487,0.1461,0.0749,49.4729,70.3519,17.4462,0.984152237035115,256.715
12.8312,11.5087,2.2292,0.7316,0.3746,-15.1122,5.0164,11.6268,2.78984788988126,136.907
29.9919,15.2295,2.6875,0.3881,0.2351,33.7809,24.3796,4.6567,1.41425775447547,183.542
40.7215,22.015,3.0255,0.264,0.1372,56.8696,27.6403,12.6019,1.42559249160639,185.586
20.0986,12.8671,2.4057,0.4558,0.2417,11.5039,9.7434,7.875,2.15769361559836,212.098
33.9152,20.7406,2.7803,0.3831,0.233,14.7447,18.8509,12.6363,1.54728695043216,221.579
20.0862,10.668,2.2718,0.6257,0.3449,-6.2312,16.8787,7.0023,2.98703095891073,124.353
39.1574,12.7014,2.6026,0.2996,0.1635,56.6981,14.3524,9.1642,1.92662912443727,136.377
18.4027,10.4547,2.3598,0.5764,0.3035,23.4917,9.5044,4.5771,1.74291776465521,182.003
26.4302,18.7595,2.9715,0.3887,0.2098,-11.2578,20.2686,13.9362,2.6265367937393,49.4055
29.1455,19.3243,2.7864,0.35,0.2134,19.3959,13.5245,11.0887,1.63981020268676,178.453
46.7412,22.3069,3.1256,0.2171,0.1127,17.0541,37.6895,18.3464,1.724783507796,225.908
38.909,19.5587,2.9044,0.2218,0.1115,32.973,9.7464,11.7351,1.29547023469834,183.101
18.896,16.4508,2.3979,0.472,0.238,-0.8948,8.9047,5.9287,2.33759255117633,221.867
71.9121,12.378,2.7088,0.3539,0.2258,77.1682,68.7411,9.8796,1.1401585582245,273.559
12.6382,11.7899,2.2492,0.7099,0.3577,-15.1386,4.4607,11.4721,2.86844605001366,213.918
28.5827,22.8996,2.9678,0.2574,0.1513,7.1813,8.1298,9.1307,2.23214454445523,123
36.3001,17.3016,2.5058,0.3931,0.2387,44.1898,22.3053,13.989,0.722572556417876,134.061
43.721,23.5163,3.1587,0.2096,0.1155,38.8419,28.3415,10.336,1.68137222453969,146.153
26.7271,19.8258,2.6345,0.3666,0.1891,-9.7836,15.2639,7.7273,2.60738484060121,78.9989
40.3395,26.5826,3.2501,0.2064,0.1082,20.6936,27.604,18.2863,1.76026931094926,148.651
38.9533,13.99,2.6762,0.3224,0.1633,13.374,29.4408,10.8909,1.34944015888605,210.401
41.8199,15.1673,2.7308,0.329,0.1682,-18.5414,13.1451,12.3781,1.39830230805532,159.861
40.002,16.593,3.0567,0.33,0.1891,16.2799,26.3974,9.8434,1.57040476355443,147.063
21.7006,9.4415,2.2788,0.6053,0.3395,-4.379,16.0281,10.6172,1.73118413188722,176.227
18.25,15.333,2.3434,0.5125,0.3016,-7.7452,16.7866,8.702,2.87906736525289,207.648
81.9657,24.7247,3.4122,0.1177,0.0594,64.4402,57.8747,6.4725,1.35116637353634,179.182
54.2037,18.3066,3.0661,0.2482,0.1541,67.324,36.0721,15.647,1.31510782855638,264.362
42.2087,17.1098,2.7649,0.2801,0.1555,-19.0349,27.2251,12.3185,2.66604812466779,35.1638
25.2665,16.0019,2.7627,0.4059,0.2219,13.888,16.2329,12.4971,1.86522929910784,106.048
48.433,22.5407,3.234,0.1949,0.1018,24.0228,38.4746,12.6011,1.09772019500024,220.406
85.1724,32.5982,3.5616,0.2445,0.1324,9.0292,43.3465,22.3726,1.15473662107974,350.237
19.4433,14.7756,2.4273,0.5458,0.3308,-2.3428,15.6273,7.9397,2.83351449514199,149.542
17.3028,10.9575,2.3674,0.5966,0.3026,22.3107,9.5094,5.014,2.66816962733395,195.452
73.0436,28.8003,3.6143,0.1172,0.0633,42.1409,60.5361,16.2279,1.12661073493837,223.916
55.5478,18.9378,3.2303,0.2124,0.1068,26.7672,45.8484,7.1053,1.55227712601958,235.644
30.9546,17.8453,2.5775,0.3942,0.2235,26.4283,26.8179,10.6407,1.61702373634027,133.58
42.5939,17.6212,2.721,0.2852,0.1644,59.072,17.6668,12.4545,1.51679005847086,225.942
39.9551,22.8866,3.2417,0.2459,0.1505,13.6739,23.7879,8.4608,1.65548191404406,134.214
72.802,22.0162,3.2564,0.1956,0.0984,12.3841,69.1551,15.2273,1.01658293051827,227.686
87.5091,31.9534,3.2285,0.1997,0.1191,-15.5371,44.8852,18.8937,1.8099649548715,310.703
27.3482,17.7958,2.6149,0.4175,0.2585,5.7333,11.4679,15.1441,2.08133950758013,130.22
82.0557,31.9178,3.4785,0.2785,0.1739,27.188,39.5205,17.7326,1.22247962065538,367.051
17.2334,10.6649,2.3522,0.6311,0.3622,19.9812,11.4645,4.4098,2.44557650094736,182.733
54.9077,23.3412,3.3212,0.1943,0.1196,25.5997,49.3289,16.1328,1.22119128337234,205.557
17.9896,10.5798,2.42,0.6008,0.3175,22.4373,10.2655,5.0396,2.67304960468443,116.016
48.5199,13.6503,2.6405,0.4416,0.2346,32.3873,41.2817,4.732,1.95416719737653,124.931
27.3752,20.817,2.9393,0.2956,0.1558,31.4115,19.7221,9.9661,1.66025509739482,60.4153
76.6836,20.1537,3.0913,0.2812,0.1827,-17.9359,58.5741,14.9963,1.73512183169638,314.576
28.4877,14.3321,2.6656,0.4147,0.2581,15.7454,13.5712,3.8864,1.50662267756835,145.886
35.8767,20.4244,2.8558,0.2495,0.1415,22.65,25.2081,6.8881,1.35268402882463,129.844
103.021,14.6418,2.8142,0.3819,0.1956,77.4776,96.5723,9.2953,2.09951122123861,277.16
55.732,14.3207,2.6994,0.4456,0.3167,10.9849,47.0535,8.8235,1.35827534838002,220.98
67.6371,27.3733,3.4867,0.2348,0.1335,45.2088,90.0788,13.4369,1.97476385817484,199.326
28.8406,10.3802,2.404,0.5089,0.2978,3.7736,22.7713,7.15,2.42388162338482,141.221
22.6483,0.0056,2.2,0.8139,0.4574,21.8613,17.9032,0,0,111.861
12.9053,11.1999,2.0986,0.7251,0.4422,-14.4873,7.9081,5.4565,2.62020866101885,126.963
105.092,45.5063,4.1631,0.0823,0.0423,19.1594,80.9648,23.377,1.07450276490558,293.505
77.8674,21.9908,3.3466,0.1751,0.0939,40.0997,73.206,13.3796,1.25122619455607,220.065
21.88,10.4753,2.3304,0.5514,0.2874,-4.0001,16.7449,7.699,1.62895312092866,125.935
33.5,16.315,2.6232,0.3738,0.2155,44.137,19.9182,14.8823,1.62494753956252,182.095
